"SalePrice","LotArea","LivArea","BsmtArea","GarageCars","Bedroom","FullBath","HalfBath","Kitchen","OverallQual","ExterQual","KitchenQual","Neighborhood","ZoneClass","BldgType","LandContour","Fireplace","CentralAir","MoSold","YrSold"
106900,545,120,51,1,3,1,1,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","4","2008"
164900,557,155,91,1,3,1,1,1,6,"TA","Gd","BrkSide","RM","1Fam","Lvl","1","1","7","2008"
119000,557,88,88,2,2,1,0,1,5,"TA","TA","BrkSide","RM","1Fam","HLS","1","1","7","2008"
157000,557,139,77,1,3,2,0,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","5","2008"
105000,557,125,69,1,2,2,0,2,6,"TA","TA","BrkSide","RM","1Fam","Lvl","1","1","4","2008"
113000,465,94,92,1,3,1,0,1,6,"TA","TA","BrkSide","RM","1Fam","Bnk","0","1","4","2008"
115000,513,113,52,1,3,1,0,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","1","1","4","2008"
79000,552,83,NA,1,2,1,0,1,4,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","4","2008"
123000,580,106,65,1,2,1,0,1,4,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","8","2008"
81300,569,75,0,1,1,1,0,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","0","0","6","2008"
150000,580,187,92,2,4,2,0,1,7,"TA","TA","BrkSide","RM","1Fam","Lvl","1","1","1","2008"
123500,569,177,102,2,4,2,0,1,5,"TA","TA","OldTown","RM","1Fam","Lvl","0","1","10","2008"
162500,850,159,75,2,4,2,0,1,6,"TA","Gd","BrkSide","RL","1Fam","Lvl","0","1","3","2008"
160000,752,184,115,1,5,2,0,1,6,"TA","TA","OldTown","RM","2fmCon","Lvl","0","1","9","2008"
127500,404,149,74,1,3,1,0,1,6,"Gd","TA","OldTown","RM","1Fam","Lvl","0","1","6","2008"
93850,584,71,71,2,1,1,0,1,6,"Gd","TA","IDOTRR","RM","1Fam","Lvl","0","1","7","2008"
136000,954,143,71,1,4,1,1,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","5","2008"
141000,639,183,118,2,4,2,0,1,6,"TA","TA","IDOTRR","RM","1Fam","Bnk","1","1","11","2008"
120000,959,122,82,2,2,2,0,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","4","2008"
127500,669,97,97,2,2,1,0,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","7","2008"
127000,651,115,71,1,3,2,0,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl","1","1","8","2008"
85000,959,71,42,2,1,1,0,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","8","2008"
82375,959,125,50,0,3,2,0,2,3,"Fa","TA","IDOTRR","RM","2fmCon","Lvl","0","0","5","2008"
124000,881,98,97,1,3,1,0,1,5,"Gd","TA","Sawyer","RL","1Fam","Lvl","0","0","9","2008"
148000,1044,100,91,2,3,1,0,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl","0","1","5","2008"
157500,1209,102,94,2,3,1,0,1,6,"TA","TA","Sawyer","RL","1Fam","Lvl","1","1","12","2008"
145000,954,92,92,1,3,1,0,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl","0","1","7","2008"
153000,716,96,42,2,3,1,0,1,6,"TA","TA","Sawyer","RL","1Fam","Lvl","1","1","5","2008"
120000,927,100,100,1,3,1,0,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl","0","1","3","2008"
152000,687,105,98,2,2,1,0,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl","0","1","3","2008"
95541,1198,106,121,2,3,1,0,1,5,"TA","TA","Sawyer","RL","2fmCon","Lvl","0","1","1","2008"
144900,858,89,89,1,3,1,0,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl","0","1","5","2008"
185000,1317,110,92,2,1,1,0,1,6,"TA","TA","Sawyer","RL","1Fam","Lvl","1","1","6","2008"
145000,978,160,92,2,3,2,0,1,5,"TA","TA","ClearCr","RL","1Fam","Lvl","1","1","12","2008"
152400,778,125,54,3,2,1,1,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl","0","1","6","2008"
144000,948,84,80,3,3,1,0,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl","0","1","6","2008"
245000,1883,142,142,2,3,2,0,1,7,"TA","TA","ClearCr","RL","1Fam","Lvl","1","1","4","2008"
125600,482,100,53,1,2,1,0,1,7,"TA","TA","Edwards","RL","1Fam","Lvl","1","1","1","2008"
260000,1816,141,147,0,2,1,0,1,5,"TA","Fa","Edwards","RL","1Fam","Lvl","1","1","1","2008"
159900,889,140,140,1,3,1,0,1,5,"TA","Gd","Edwards","RL","1Fam","Lvl","1","1","7","2008"
99600,869,80,80,0,2,1,0,1,5,"TA","TA","Edwards","RL","Duplex","Lvl","0","0","4","2008"
134500,870,118,58,1,3,1,1,1,6,"Gd","TA","Edwards","RL","1Fam","Lvl","0","1","11","2008"
260000,908,261,100,2,4,2,1,1,6,"Gd","Gd","SawyerW","RL","1Fam","Lvl","1","1","6","2008"
226500,923,151,149,2,3,2,1,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl","1","1","4","2008"
225000,1317,204,75,2,4,2,1,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl","1","1","12","2008"
229000,979,189,62,2,3,2,1,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl","1","1","2","2008"
177439,986,126,58,2,3,2,1,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","3","2008"
248500,868,150,150,3,3,2,0,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","5","2008"
475000,1094,211,211,3,3,2,0,1,9,"Gd","Ex","CollgCr","RL","1Fam","Lvl","1","1","6","2008"
395039,1094,164,163,3,3,2,1,1,9,"Ex","Ex","CollgCr","RL","1Fam","Lvl","1","1","12","2008"
225000,1064,140,130,3,3,2,0,1,8,"Gd","Gd","SawyerW","RL","1Fam","Lvl","1","1","2","2008"
195000,1068,153,110,2,2,2,0,1,6,"TA","TA","ClearCr","RL","1Fam","Bnk","1","1","3","2008"
155000,906,92,92,2,3,1,0,1,5,"TA","TA","CollgCr","RL","1Fam","Low","0","1","8","2008"
226001,808,132,132,2,3,2,0,1,7,"TA","Gd","CollgCr","RL","1Fam","Lvl","1","1","5","2008"
215700,1221,165,80,2,3,2,1,1,6,"TA","Gd","CollgCr","RL","1Fam","Lvl","0","1","7","2008"
207500,836,153,73,2,3,2,1,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","0","1","6","2008"
235000,1133,169,86,2,3,2,1,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","0","1","5","2008"
158000,1138,109,80,2,3,1,0,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl","0","1","5","2008"
143195,856,100,100,2,3,1,1,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl","1","1","9","2008"
163000,1331,145,80,2,2,2,0,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl","0","1","8","2008"
230500,966,201,117,2,3,2,1,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","6","2008"
274000,903,181,126,3,3,2,1,1,9,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","1","2008"
3e+05,1381,166,165,3,3,2,0,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","6","2008"
240000,1013,216,105,2,4,2,1,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","8","2008"
207000,1086,164,79,2,3,2,1,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","6","2008"
145000,411,79,79,2,1,1,0,1,6,"Gd","Gd","CollgCr","RM","TwnhsE","Lvl","0","1","2","2008"
185000,941,171,171,3,2,2,0,2,6,"TA","TA","CollgCr","RM","Duplex","Lvl","0","1","7","2008"
186500,906,134,134,2,3,2,0,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","0","1","6","2008"
218836,1027,145,145,3,3,2,0,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","0","1","2","2008"
193000,894,126,126,2,3,2,0,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","0","1","6","2008"
123000,913,101,101,1,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","1","4","2008"
165000,1124,96,42,2,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","1","4","2008"
135000,604,105,105,2,3,1,1,1,6,"TA","TA","Edwards","RL","1Fam","Lvl","1","1","5","2008"
147000,895,104,96,2,3,1,0,1,6,"TA","TA","Edwards","RL","1Fam","Lvl","1","1","11","2008"
160500,669,130,64,2,3,1,1,1,6,"TA","TA","Edwards","RL","1Fam","Lvl","1","1","2","2008"
284700,4367,355,0,2,5,3,1,1,5,"TA","Ex","Edwards","RL","1Fam","Lvl","1","1","7","2008"
82000,559,107,0,0,2,2,0,2,4,"TA","TA","Edwards","RL","Duplex","Lvl","0","0","6","2008"
82500,636,107,0,0,2,2,0,2,4,"TA","TA","Edwards","RL","Duplex","Lvl","0","0","7","2008"
91900,644,73,73,0,2,1,0,1,4,"TA","TA","Edwards","RL","2fmCon","Lvl","0","0","5","2008"
120000,1132,98,54,0,2,1,1,1,5,"TA","Ex","Edwards","RL","1Fam","Lvl","0","1","1","2008"
96000,748,106,0,0,4,1,1,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","1","4","2008"
99000,884,86,85,1,2,1,0,1,4,"TA","TA","Edwards","RL","1Fam","Bnk","0","1","5","2008"
1e+05,715,112,39,1,3,1,0,1,4,"TA","TA","Edwards","RL","1Fam","Bnk","0","1","11","2008"
108000,478,120,88,1,3,1,1,1,4,"TA","Gd","Edwards","RL","1Fam","Lvl","0","1","6","2008"
168000,677,132,114,1,2,2,0,1,7,"TA","TA","SWISU","RL","1Fam","Lvl","1","1","4","2008"
161900,725,178,89,2,4,2,2,2,6,"TA","TA","SWISU","RL","Duplex","Lvl","1","1","7","2008"
145000,833,122,60,1,2,1,0,1,6,"TA","TA","Crawfor","RL","1Fam","Bnk","1","1","7","2008"
147500,1446,117,63,2,3,1,0,1,6,"TA","TA","Crawfor","RL","1Fam","Lvl","0","1","1","2008"
231000,707,140,74,1,3,2,0,1,8,"Gd","Gd","Crawfor","RL","1Fam","Lvl","1","1","6","2008"
138000,897,149,73,2,4,1,0,1,6,"TA","TA","Crawfor","RL","1Fam","HLS","1","1","6","2008"
198000,1087,180,88,1,4,2,0,1,5,"TA","Gd","Crawfor","RL","1Fam","HLS","1","1","7","2008"
110000,860,128,82,1,3,1,0,1,5,"TA","TA","Crawfor","RL","1Fam","HLS","0","1","3","2008"
104000,725,101,101,1,2,1,0,1,6,"TA","TA","Crawfor","RL","1Fam","Lvl","1","0","5","2008"
257076,898,174,56,2,4,1,1,1,8,"TA","TA","Crawfor","RL","1Fam","HLS","1","1","6","2008"
263400,1151,201,77,2,3,2,1,1,7,"TA","Gd","Crawfor","RL","1Fam","Bnk","1","1","4","2008"
236500,2422,176,176,2,3,2,1,1,5,"TA","TA","Crawfor","RL","1Fam","Lvl","1","1","4","2008"
116500,175,96,48,2,2,1,0,1,6,"TA","TA","Blueste","RM","Twnhs","Lvl","1","1","12","2008"
126000,650,85,83,1,2,1,0,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","7","2008"
120000,557,101,67,1,3,1,0,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","7","2008"
119000,758,111,72,0,4,1,0,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","7","2008"
126000,557,154,58,1,3,1,1,1,5,"Fa","TA","IDOTRR","RM","1Fam","Lvl","1","1","7","2008"
99500,687,85,48,1,2,1,0,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","5","2008"
165500,836,182,107,1,4,2,0,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","1","2008"
13100,1355,68,0,2,2,1,0,1,1,"Fa","Fa","IDOTRR",NA,"1Fam","Low","0","0","2","2008"
89000,491,126,16,1,2,1,0,1,4,"TA","TA","IDOTRR","C (all)","1Fam","Lvl","0","0","7","2008"
80900,478,97,33,1,2,1,0,1,4,"TA","TA","IDOTRR","C (all)","1Fam","Lvl","0","0","5","2008"
65000,836,80,55,1,3,1,1,1,4,"TA","Fa","IDOTRR","C (all)","1Fam","Bnk","0","1","6","2008"
294464,357,153,148,2,2,2,0,1,8,"Ex","Ex","Crawfor","RM","TwnhsE","HLS","1","1","8","2008"
250000,354,153,148,2,2,2,0,1,7,"Gd","Ex","Crawfor","RM","TwnhsE","HLS","1","1","7","2008"
3e+05,2205,189,171,3,3,3,0,1,7,"Gd","Gd","Mitchel","RL","1Fam","Lvl","0","1","9","2008"
213000,1027,169,85,3,3,2,1,1,7,"TA","Gd","Mitchel","RL","1Fam","Lvl","1","1","9","2008"
1e+05,953,174,0,2,4,2,2,2,5,"TA","TA","Mitchel","RL","Duplex","Lvl","0","1","11","2008"
228500,928,157,156,2,3,2,0,1,4,"TA","TA","Mitchel","RL","1Fam","Lvl","1","1","7","2008"
241500,379,139,119,2,2,2,0,1,7,"Gd","Gd","Timber","RL","TwnhsE","Lvl","1","1","7","2008"
294000,1074,143,141,3,3,2,0,1,8,"Gd","Gd","Timber","RL","1Fam","HLS","0","1","4","2008"
264966,1194,165,85,2,3,2,1,1,8,"Gd","Gd","Timber","RL","1Fam","HLS","1","1","1","2008"
172500,911,134,33,2,3,2,1,1,5,"TA","TA","Timber","RL","1Fam","Lvl","0","1","4","2008"
218689,1117,150,74,3,3,2,1,1,7,"Gd","Gd","Timber","RL","1Fam","HLS","0","1","10","2008"
150000,1198,139,139,2,3,2,0,1,6,"TA","TA","Timber","RL","1Fam","Lvl","1","1","7","2008"
180000,1697,117,117,2,3,2,0,1,6,"Gd","Gd","Timber","RL","1Fam","Lvl","1","1","3","2008"
232500,1041,134,133,2,3,2,0,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl","1","1","6","2008"
195000,735,156,155,2,3,2,0,1,6,"Gd","Gd","Timber","RL","1Fam","Lvl","0","1","12","2008"
298751,1064,161,175,2,3,2,0,1,8,"Gd","Gd","Timber","RL","1Fam","HLS","1","1","1","2008"
370000,1063,182,182,3,3,2,1,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl","1","1","6","2008"
209200,831,125,125,4,2,2,0,2,7,"TA","TA","Mitchel","RM","Duplex","Lvl","0","1","11","2008"
146000,862,101,101,0,2,1,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","1","2","2008"
160500,418,110,110,2,2,2,0,1,6,"TA","TA","Mitchel","RM","TwnhsE","Lvl","0","1","4","2008"
173000,1313,111,111,3,3,1,0,1,4,"TA","TA","Mitchel","RL","1Fam","Lvl","0","1","11","2008"
124000,392,97,97,2,3,1,0,1,5,"TA","TA","MeadowV","RM","TwnhsE","Lvl","0","1","6","2008"
129500,248,137,51,1,4,2,0,1,5,"TA","TA","MeadowV","RM","TwnhsE","Lvl","1","1","5","2008"
105000,183,92,49,1,2,1,0,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl","0","1","6","2008"
94900,148,92,43,1,1,1,0,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl","1","1","7","2008"
152500,1670,108,103,1,3,1,0,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl","0","1","2","2008"
98000,137,101,51,0,3,2,1,1,6,"TA","TA","MeadowV","RM","Twnhs","Lvl","0","1","3","2008"
128500,603,76,76,1,2,1,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","1","4","2008"
134500,613,79,79,1,3,1,0,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl","0","1","7","2008"
137500,1152,83,80,2,3,1,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","1","4","2008"
103000,5258,171,64,1,4,2,0,1,5,"TA","TA","IDOTRR",NA,"1Fam","Low","0","1","1","2008"
167300,991,147,147,2,3,2,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","1","1","3","2007"
161500,824,129,36,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","HLS","1","1","3","2007"
160000,943,157,36,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","3","2007"
180000,802,159,86,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","4","2007"
178750,732,144,64,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","1","8","2007"
204000,697,214,87,2,5,3,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","8","2007"
160000,888,110,109,2,3,2,0,1,7,"TA","Gd","Gilbert","RL","1Fam","Lvl","0","1","8","2007"
168000,711,153,84,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","7","2007"
154204,1687,105,121,2,3,1,0,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","3","2007"
182000,440,110,108,2,2,2,0,1,8,"Gd","TA","StoneBr","RL","TwnhsE","Lvl","0","1","10","2007"
212000,475,123,122,2,1,1,0,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","HLS","1","1","8","2007"
349265,1145,236,107,3,4,3,1,1,8,"Gd","Ex","StoneBr","RL","1Fam","Lvl","1","1","7","2007"
591587,4829,217,247,3,4,2,1,1,9,"Ex","Gd","StoneBr","RL","1Fam","Lvl","1","1","6","2007"
155000,3865,132,102,3,3,1,1,1,5,"TA","TA","Gilbert","RL","2fmCon","Lvl","0","1","11","2007"
319900,746,150,150,2,2,2,0,1,9,"Gd","Ex","StoneBr","RL","TwnhsE","HLS","1","1","3","2007"
441929,1308,208,206,2,1,1,1,1,8,"Gd","Gd","StoneBr","RL","1Fam","HLS","1","1","1","2007"
455000,1289,190,162,3,3,2,0,1,10,"Ex","Ex","StoneBr","RL","1Fam","HLS","1","1","10","2007"
174000,1018,119,119,2,3,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","0","1","4","2007"
176000,1123,137,67,2,3,2,1,1,7,"Gd","Gd","NWAmes","RL","1Fam","Lvl","1","1","3","2007"
213000,1143,155,142,2,3,2,0,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","1","9","2007"
192000,1053,179,72,2,4,2,1,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","1","3","2007"
151500,1101,109,107,2,3,2,0,1,6,"TA","Gd","NWAmes","RL","1Fam","Lvl","0","1","8","2007"
192350,966,126,117,2,2,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","8","2007"
170000,1208,113,151,2,2,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","9","2007"
174000,835,123,114,2,3,2,0,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","1","2","2007"
178900,743,174,101,2,4,2,1,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","11","2007"
155000,879,132,86,2,3,1,0,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","9","2007"
133000,736,85,85,1,3,1,0,1,5,"TA","Ex","NAmes","RL","1Fam","Lvl","0","1","10","2007"
128000,1598,85,85,1,2,1,0,1,4,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","7","2007"
155000,382,124,124,2,2,2,0,1,6,"Gd","Gd","NAmes","RH","TwnhsE","Lvl","1","1","7","2007"
177000,1017,124,131,2,2,2,0,1,6,"Gd","Gd","NAmes","RH","TwnhsE","Lvl","1","1","10","2007"
113500,205,101,49,1,3,1,1,1,6,"TA","TA","BrDale","RM","Twnhs","Lvl","0","1","2","2007"
113700,191,113,62,1,4,1,1,1,6,"TA","Ex","BrDale","RM","Twnhs","Lvl","0","1","12","2007"
142500,214,98,99,1,2,2,0,1,7,"TA","TA","NPkVill","RL","Twnhs","Lvl","0","1","4","2007"
129250,664,92,92,1,3,1,0,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","11","2007"
356000,1158,169,166,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","8","2007"
322400,1099,157,157,3,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","6","2007"
345474,1332,197,196,3,2,2,1,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","11","2007"
492000,1267,247,180,3,3,2,1,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","12","2007"
338931,1249,237,103,3,4,2,1,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","3","2007"
450000,1434,190,185,3,2,2,1,1,10,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","8","2007"
479069,1291,237,237,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","10","2007"
418000,1268,256,158,3,4,2,1,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","5","2007"
500067,1595,213,216,3,2,2,1,1,10,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","8","2007"
260116,1548,200,147,2,3,2,1,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","6","2007"
319500,902,195,85,3,3,2,1,1,8,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","9","2007"
372000,1265,167,167,3,3,2,1,1,9,"Ex","Ex","NridgHt","RL","1Fam","HLS","1","1","6","2007"
342000,1214,275,158,3,5,2,1,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","8","2007"
350000,1326,222,122,3,3,2,1,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","1","2007"
281500,1168,169,83,3,3,2,1,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","8","2007"
245700,922,150,150,3,3,2,0,1,7,"Gd","Gd","NridgHt","RL","1Fam","Lvl","0","1","5","2007"
232698,860,160,160,2,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","0","1","1","2007"
250000,997,170,121,3,3,2,1,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","0","1","2","2007"
204000,362,121,121,2,1,1,1,1,6,"Gd","Gd","NridgHt","RL","Twnhs","Lvl","1","1","8","2007"
2e+05,363,121,121,2,1,1,1,1,6,"Gd","Gd","NridgHt","RL","Twnhs","Lvl","1","1","5","2007"
207000,584,127,127,2,2,2,0,1,6,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","1","6","2007"
209500,426,144,144,2,2,2,0,1,8,"Gd","Gd","NridgHt","RL","Twnhs","Lvl","1","1","5","2007"
280000,728,147,147,2,2,2,0,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl","1","1","5","2007"
221370,580,123,123,2,2,2,0,1,8,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","1","9","2007"
2e+05,301,131,131,2,2,2,0,1,7,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","1","3","2007"
181755,1469,139,71,2,3,3,0,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","1","5","2007"
176000,951,143,71,2,3,2,1,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","6","2007"
168165,1227,135,56,2,3,2,0,1,7,"TA","Gd","Gilbert","RL","1Fam","Lvl","0","1","5","2007"
171925,823,139,69,2,3,2,1,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","3","2007"
198444,904,162,65,3,3,2,1,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","6","2007"
203000,1135,123,123,2,3,2,0,1,6,"TA","Gd","Gilbert","RL","1Fam","Lvl","0","1","6","2007"
166000,764,140,70,2,3,2,1,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","1","12","2007"
177594,717,135,68,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","1","7","2007"
173500,715,117,116,2,3,2,0,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","1","8","2007"
226500,336,148,131,3,2,2,0,1,8,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl","1","1","11","2007"
185485,345,118,118,2,2,2,0,1,7,"Gd","Gd","Blmngtn","RL","1Fam","Lvl","1","1","8","2007"
188500,1507,104,78,2,2,2,0,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","1","4","2007"
175000,1030,128,36,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","6","2007"
206580,1016,142,140,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","4","2007"
165500,1110,130,36,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","10","2007"
211000,732,181,79,2,4,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","7","2007"
219500,812,185,79,2,4,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","7","2007"
187000,881,157,85,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","6","2007"
185000,896,153,87,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","5","2007"
384500,1133,237,165,3,4,2,1,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl","1","1","6","2007"
410000,981,286,131,3,4,2,1,1,9,"Gd","Gd","NoRidge","RL","1Fam","Lvl","1","1","7","2007"
322500,1022,240,129,3,4,2,1,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl","1","1","1","2007"
252000,1002,222,99,3,4,2,1,1,7,"Gd","Gd","NoRidge","RL","1Fam","Lvl","1","1","5","2007"
263000,1093,205,103,2,4,2,1,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl","1","1","9","2007"
330000,840,236,123,3,4,2,1,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl","1","1","5","2007"
213133,921,127,127,2,3,2,0,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl","0","1","9","2007"
260261,1099,143,143,3,3,2,0,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl","1","1","7","2007"
215000,986,143,142,2,3,2,0,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl","1","1","1","2007"
419005,1142,183,183,3,1,2,0,1,10,"Ex","Ex","Somerst","RL","1Fam","Lvl","1","1","10","2007"
235876,926,142,142,2,3,3,2,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl","1","1","9","2007"
260000,822,143,143,2,3,2,0,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl","0","1","12","2007"
249000,767,140,139,2,3,2,0,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl","1","1","4","2007"
250000,892,184,91,3,3,2,1,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl","0","1","7","2007"
221300,816,170,121,3,3,2,1,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl","0","1","3","2007"
208900,803,124,124,2,3,2,0,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","0","1","11","2007"
210400,836,124,124,2,3,2,0,1,7,"Gd","Gd","Somerst","FV","1Fam","Lvl","0","1","6","2007"
255000,803,166,83,2,3,2,1,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","0","1","11","2007"
212109,967,148,67,2,3,3,0,1,5,"Gd","Gd","Somerst","FV","1Fam","Lvl","0","1","7","2007"
310013,1135,175,89,3,3,2,1,1,8,"Gd","Ex","Somerst","FV","1Fam","Lvl","1","1","12","2007"
