SalePrice,LotArea,LivArea,BsmtArea,GarageCars,Bedroom,Kitchen,OverallQual,ExterQual,KitchenQual,Neighborhood,ZoneClass,BldgType,LandContour,Fireplace,CentralAir,MoSold,YrSold,Latitude,Longitude,TotalBath
129900,660,76,76,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2006,42.0384174910224,-93.6091255918281,1
236000,923,181,98,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,1,1,6,2010,42.0307900456338,-93.6819943876965,3
125500,201,127,71,2.0,3,1,5,TA,Gd,BrDale,RM,TwnhsE,Lvl,1,1,6,2006,42.052609302632,-93.6291792169638,2
192000,929,188,108,2.0,4,1,7,TA,TA,ClearCr,RL,1Fam,Lvl,1,1,3,2008,,,3
165500,846,103,102,2.0,1,1,5,TA,Gd,Mitchel,RL,1Fam,Lvl,1,1,7,2009,41.9887544972387,-93.6049555352898,1
155000,819,98,94,2.0,3,1,6,TA,TA,ClearCr,RL,1Fam,Lvl,0,1,6,2010,42.0242329230769,-93.6824396153846,1
127500,728,94,91,0.0,4,0,6,TA,TA,Edwards,RL,Duplex,Lvl,0,1,10,2006,42.020201,-93.675132,2
144000,780,188,0,2.0,4,2,5,TA,TA,SawyerW,RH,Duplex,Lvl,1,1,10,2007,42.0361173333333,-93.6789056666667,2
171000,892,153,66,2.0,4,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,6,2010,42.0437774785802,-93.6325173204054,3
217000,1148,163,79,2.0,3,1,7,Gd,TA,CollgCr,RL,1Fam,Lvl,1,1,3,2007,42.017765,-93.689101,3
260000,844,191,99,2.0,3,1,7,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,11,2009,42.0516069086165,-93.6517073022766,3
82500,636,107,0,0.0,2,2,4,TA,TA,Edwards,RL,Duplex,Lvl,0,0,7,2008,,,2
172000,1029,183,73,2.0,4,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,1,1,9,2008,41.9908207740775,-93.6002215748423,3
34900,732,67,67,0.0,2,1,4,TA,TA,IDOTRR,C (all),1Fam,Lvl,0,0,11,2009,,,1
195000,1151,181,79,2.0,4,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,9,2006,42.0151192121212,-93.6878653838384,3
376162,1195,217,148,3.0,3,1,9,Ex,Ex,NridgHt,RL,1Fam,Lvl,1,1,1,2010,42.0623466994075,-93.6533376749048,3
175000,948,140,136,2.0,3,1,6,Gd,Gd,Timber,RL,1Fam,Lvl,1,1,8,2008,41.9991633297639,-93.6444117364165,2
126500,802,100,100,5.0,2,1,5,TA,TA,BrkSide,RM,1Fam,Lvl,0,1,8,2009,42.0311994693878,-93.6206391020408,1
122000,940,175,86,1.0,4,2,7,Fa,TA,OldTown,RM,2fmCon,Bnk,1,0,1,2007,,,2
213000,1143,155,142,2.0,3,1,7,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,9,2007,42.054475,-93.637326,2
138000,625,74,74,0.0,2,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,9,2007,41.9912340186032,-93.6024306132463,1
147000,1057,128,105,1.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,8,2007,42.0412642935155,-93.6275445226599,1
130000,892,218,90,2.0,4,2,5,TA,TA,OldTown,RM,2fmCon,Lvl,0,1,4,2008,,,2
103000,5258,171,64,1.0,4,1,5,TA,TA,IDOTRR,I (all),1Fam,Low,0,1,1,2008,42.0226549823566,-93.5783272930764,2
213000,906,151,151,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,10,2009,42.0169542857143,-93.6811768571429,2
110000,742,86,86,1.0,3,1,5,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,4,2008,42.021225,-93.684411,1
131500,1080,97,97,2.0,3,1,5,TA,TA,Sawyer,RL,2fmCon,Lvl,0,1,4,2010,42.033241419293,-93.6728238482492,2
275000,1182,227,142,2.0,4,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,1,2007,42.0188752090953,-93.6812859854597,3
165500,980,158,130,2.0,4,1,5,TA,Gd,NAmes,RL,1Fam,Lvl,1,1,4,2010,42.0429158308295,-93.6176089320915,2
290000,940,235,108,3.0,4,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,12,2006,42.0496984733665,-93.6537902040136,3
126000,650,85,83,1.0,2,1,6,TA,TA,IDOTRR,RM,1Fam,Lvl,0,1,7,2008,42.0225336938775,-93.6284415306122,1
124000,392,97,97,2.0,3,1,5,TA,TA,MeadowV,RM,TwnhsE,Lvl,0,1,6,2008,41.9924924036151,-93.605300838907,1
320000,1150,299,155,3.0,5,1,7,TA,Gd,SawyerW,RL,1Fam,Lvl,1,1,5,2010,42.0300391733725,-93.6831742061637,3
425000,1174,184,184,3.0,2,1,9,Ex,Ex,Timber,RL,1Fam,HLS,1,1,5,2009,41.993090368244,-93.6507716800157,2
96500,984,73,71,1.0,2,1,5,TA,TA,Crawfor,RL,1Fam,Lvl,0,0,6,2007,42.0180463469388,-93.6469003877551,1
91900,644,73,73,0.0,2,1,4,TA,TA,Edwards,RL,2fmCon,Lvl,0,0,5,2008,42.0201179141873,-93.6620165225481,1
272500,1061,171,171,2.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,4,2009,42.0258721800384,-93.6896137074376,2
154204,1687,105,121,2.0,3,1,6,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,3,2007,42.0565952537569,-93.6327875674892,1
200825,755,159,80,2.0,3,1,6,Gd,Gd,Somerst,FV,1Fam,Lvl,0,1,2,2006,42.0514230151382,-93.6426583677603,3
611657,1200,220,216,3.0,2,1,9,Ex,Ex,NridgHt,RL,1Fam,Lvl,1,1,3,2010,42.060462,-93.655516,3
160000,1162,163,91,1.0,4,1,6,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,7,2008,41.986498,-93.608125,2
78000,595,111,55,1.0,3,1,5,TA,TA,IDOTRR,RM,1Fam,Lvl,0,0,7,2009,42.0214775306122,-93.6253292244898,1
201800,1273,169,80,2.0,4,1,7,TA,Gd,NAmes,RL,1Fam,Lvl,1,1,5,2008,42.0489289081719,-93.6166245857993,3
195500,941,148,79,2.0,3,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,7,2009,42.0612245244737,-93.6424921271421,3
142953,652,208,0,2.0,6,2,5,TA,TA,SawyerW,RL,Duplex,Lvl,0,1,6,2009,42.0312873832686,-93.6789436190844,2
107500,669,77,0,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,1,1,4,2010,42.0383698569001,-93.611076093172,1
213133,921,127,127,2.0,3,1,7,Gd,Gd,Somerst,RL,1Fam,Lvl,0,1,9,2007,42.0545338121795,-93.644148,2
297900,876,174,89,3.0,3,1,8,Gd,Gd,Somerst,RL,1Fam,Lvl,1,1,2,2008,42.054149,-93.644192,3
122000,907,89,89,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,2,2009,42.0384108367347,-93.6216938571429,1
162000,418,112,112,2.0,2,1,6,TA,TA,Mitchel,RM,TwnhsE,Lvl,0,1,6,2009,41.9930230256004,-93.6081644942168,2
250000,1551,259,129,2.0,5,1,7,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,7,2006,42.0505017663304,-93.6374931529426,4
318000,757,159,159,2.0,2,1,9,Gd,Gd,StoneBr,RL,TwnhsE,HLS,1,1,8,2006,42.0577826871964,-93.6298675986161,2
260000,1501,142,142,2.0,3,1,7,Gd,Gd,StoneBr,RL,1Fam,Low,1,1,6,2009,42.0580958832001,-93.629625753887,2
155000,411,73,68,2.0,1,1,8,Gd,Gd,Greens,RL,TwnhsE,Lvl,1,1,6,2010,42.0429284370102,-93.6493073830537,1
120000,927,100,100,1.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,0,1,3,2008,42.0316645692451,-93.6741541423113,1
159000,1214,103,103,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,0,1,5,2009,42.0378947871891,-93.6915230314995,2
112000,650,122,57,1.0,2,1,6,TA,TA,OldTown,RL,1Fam,Lvl,0,1,5,2006,42.0345923826733,-93.6160082392072,2
226000,991,137,135,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,6,2007,42.0163170235962,-93.691593186087,2
324000,1255,168,165,3.0,3,1,9,Ex,Ex,NridgHt,RL,1Fam,Lvl,1,1,3,2009,42.0616246680876,-93.652210488461,2
99900,377,80,80,0.0,2,1,5,TA,TA,Edwards,RL,1Fam,Lvl,0,1,7,2009,42.0218552474747,-93.6590163181818,1
271500,970,136,136,2.0,2,1,6,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,5,2010,42.0514282537846,-93.6425260919401,2
377500,1384,162,162,3.0,3,1,9,Ex,Ex,Gilbert,RL,1Fam,HLS,1,1,10,2009,42.0629798017474,-93.6359753620969,2
131000,2453,187,0,2.0,4,1,5,Gd,TA,SawyerW,RL,1Fam,Bnk,1,1,6,2009,42.0324048560419,-93.679752,1
125000,1488,138,89,2.0,3,1,4,TA,TA,Edwards,RL,1Fam,Lvl,1,1,10,2006,42.0177311428571,-93.6621977142857,2
142500,1214,106,106,2.0,3,1,6,Gd,TA,SawyerW,RL,1Fam,Lvl,0,1,3,2006,42.0378809841079,-93.691386930543,2
266000,997,180,102,3.0,3,1,8,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,8,2006,42.0521858654471,-93.6423654768324,3
142500,1240,83,80,2.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,6,2006,42.0289032119466,-93.676399360278,1
149900,910,83,83,2.0,3,1,5,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,7,2006,42.021766,-93.683356,1
135000,1003,111,67,0.0,4,1,4,TA,TA,NAmes,RL,1Fam,Lvl,0,0,12,2006,42.0357897142857,-93.6103232857143,2
257000,1021,171,171,2.0,2,1,8,Gd,Gd,SawyerW,RL,1Fam,Lvl,1,1,9,2009,42.0354781573263,-93.691368353397,2
591587,4829,217,247,3.0,4,1,9,Ex,Gd,StoneBr,RL,1Fam,Lvl,1,1,6,2007,42.0608466086636,-93.6261420866528,3
176432,866,122,122,2.0,3,1,6,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,3,2007,42.0232030760989,-93.688895,2
392000,751,132,132,2.0,2,1,8,Gd,Gd,StoneBr,RL,1Fam,HLS,1,1,10,2007,42.0578953697455,-93.6298526213068,2
135000,859,154,154,2.0,4,2,5,TA,TA,NWAmes,RL,Duplex,Lvl,0,1,11,2008,42.0455305819913,-93.6303679569538,2
150000,1035,178,178,2.0,4,2,6,TA,TA,Sawyer,RL,Duplex,Lvl,0,1,7,2006,42.034476,-93.655797,2
186000,968,113,113,2.0,3,1,6,TA,Gd,Edwards,RL,1Fam,Lvl,0,1,3,2010,42.0251557428618,-93.6660619127354,2
215000,1545,149,149,2.0,3,1,6,Gd,Gd,NWAmes,RL,1Fam,Lvl,1,1,6,2009,42.05528206355,-93.6342501189709,2
116000,766,116,64,1.0,3,1,5,TA,Fa,Edwards,RL,1Fam,Lvl,0,1,7,2006,42.022082633832,-93.6569485660342,2
160500,418,110,110,2.0,2,1,6,TA,TA,Mitchel,RM,TwnhsE,Lvl,0,1,4,2008,41.9929594871278,-93.6081657199123,2
269500,738,259,109,4.0,6,2,7,TA,TA,SawyerW,RL,Duplex,Lvl,1,1,10,2009,42.0305385979735,-93.6789373272628,6
170440,951,135,68,2.0,3,1,6,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,2,2006,42.0620926571262,-93.6456328182288,3
246500,951,153,153,3.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,9,2007,42.0253904817855,-93.6905694613764,2
246990,273,140,127,2.0,2,1,7,Gd,Gd,Blmngtn,RL,TwnhsE,Lvl,1,1,5,2006,42.063176890926,-93.6402244063177,2
131400,929,106,80,1.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,3,2009,42.0347092512174,-93.6734836316701,1
455000,1289,190,162,3.0,3,1,10,Ex,Ex,StoneBr,RL,1Fam,HLS,1,1,10,2007,42.0590005838926,-93.6290162818792,2
109000,1084,76,76,1.0,2,1,5,TA,TA,BrkSide,RL,1Fam,Lvl,0,1,7,2006,42.0294953217279,-93.6258169129528,1
132500,737,107,107,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2009,42.0372033460794,-93.6067562831828,1
230500,1040,180,131,2.0,3,1,8,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,11,2006,42.0601764581799,-93.6414130851072,3
128900,892,98,98,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2009,42.0373857986577,-93.6245848724832,1
107400,538,149,78,1.0,3,2,3,Gd,TA,OldTown,RM,1Fam,Lvl,0,0,5,2010,42.0333974081633,-93.6140427755102,2
405000,858,265,143,3.0,4,1,9,Gd,Ex,NoRidge,RL,1Fam,Lvl,1,1,3,2006,42.055592,-93.653209853281,3
220000,637,120,118,2.0,2,1,8,Gd,Gd,Timber,RL,1Fam,Lvl,0,1,6,2009,41.9963369680694,-93.6468273243273,2
144900,948,101,101,2.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,5,2010,42.0382428571429,-93.6189833673469,1
137000,1279,109,108,1.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,10,2007,42.0338702693702,-93.6619495944008,1
230348,697,113,113,2.0,2,1,7,Gd,Gd,Somerst,FV,1Fam,Lvl,0,1,4,2008,42.0512220859272,-93.6437224223748,2
246578,376,139,126,3.0,2,1,7,Gd,Gd,Blmngtn,RL,TwnhsE,Lvl,1,1,10,2006,42.0629954521091,-93.6415741695409,2
149900,212,135,79,2.0,3,1,6,TA,Gd,NPkVill,RL,Twnhs,Lvl,1,1,6,2010,42.0506882118892,-93.6260942530966,3
183000,1032,133,133,2.0,4,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,5,2008,42.0488639369647,-93.634743619137,2
99500,733,85,85,1.0,2,1,6,TA,TA,SawyerW,RL,TwnhsE,Lvl,1,1,4,2010,42.0347049860516,-93.6862292996642,2
35311,836,45,45,1.0,1,1,2,TA,TA,IDOTRR,C (all),1Fam,Lvl,0,0,10,2006,42.0191002741941,-93.6147610968088,0
194500,878,162,93,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,0,1,2,2010,42.0365195530696,-93.6862434634667,3
139500,849,151,74,2.0,4,2,5,TA,TA,OldTown,RM,2fmCon,Lvl,0,0,2,2008,42.0291214285714,-93.6184801428572,2
231000,1204,167,107,2.0,3,1,6,Gd,Gd,Mitchel,RL,1Fam,Lvl,1,1,3,2010,41.9892028789476,-93.600184134906,3
111500,720,181,87,2.0,4,2,4,Gd,Fa,OldTown,RM,2fmCon,Lvl,0,0,4,2006,,,2
249000,767,140,139,2.0,3,1,7,Gd,Gd,Somerst,RL,1Fam,Lvl,1,1,4,2007,42.0532233885098,-93.6423504385649,2
147000,895,104,96,2.0,3,1,6,TA,TA,Edwards,RL,1Fam,Lvl,1,1,11,2008,42.019010877551,-93.6753104897959,1
301500,1329,185,185,2.0,2,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,8,2008,42.0494667837261,-93.651176964674,2
144000,853,82,78,2.0,2,1,5,TA,Gd,SawyerW,RL,1Fam,Lvl,0,1,12,2007,42.0356348984109,-93.6852247004069,1
145000,978,160,92,2.0,3,1,5,TA,TA,ClearCr,RL,1Fam,Lvl,1,1,12,2008,42.0326615319398,-93.660984477429,2
139500,718,106,106,0.0,3,1,6,TA,Gd,SawyerW,RL,1Fam,Lvl,0,1,1,2006,42.0378058727258,-93.6922854763481,2
100500,176,92,45,1.0,2,1,6,TA,TA,BrDale,RM,Twnhs,Lvl,0,1,4,2008,42.0514640503785,-93.6270791030938,2
144000,883,125,95,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,1,1,6,2007,42.0446757721393,-93.6247994656346,1
123000,212,98,98,2.0,2,1,7,TA,TA,NPkVill,RL,Twnhs,Lvl,1,1,8,2009,42.0506877472041,-93.6261156286127,2
189000,792,133,135,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,1,1,4,2009,42.0369894489796,-93.6887737142857,2
243500,1003,232,119,2.0,4,1,6,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,3,2010,42.0431324437329,-93.6370169205858,3
145000,779,155,155,2.0,4,2,6,TA,TA,Mitchel,RL,Duplex,Lvl,0,1,10,2006,,,2
135000,1078,193,97,2.0,5,1,5,TA,Fa,NAmes,RL,1Fam,HLS,1,1,9,2007,42.0389326660629,-93.6052458674093,3
139000,1079,101,101,1.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,9,2009,42.0334354976199,-93.6667508603405,1
153575,811,130,65,1.0,3,1,6,TA,TA,BrkSide,RL,1Fam,Lvl,0,1,7,2007,42.027622,-93.6251544459678,1
175000,1450,105,105,2.0,3,1,5,TA,Ex,NWAmes,RL,1Fam,Lvl,0,1,3,2008,42.0552767152456,-93.6342808285895,2
132000,892,133,25,2.0,2,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,1,5,2007,42.0323486938776,-93.6169556938775,2
310000,1022,186,94,3.0,3,1,10,Ex,Ex,Somerst,FV,1Fam,Lvl,1,1,4,2009,42.0523611005984,-93.6425079387931,3
144800,845,103,103,1.0,2,1,5,TA,TA,Crawfor,RL,1Fam,Lvl,1,1,10,2009,42.0160434510365,-93.6394725314834,1
177500,833,199,69,2.0,4,1,5,TA,TA,NAmes,RL,1Fam,Lvl,1,1,6,2009,42.0399075235581,-93.6281476385107,3
215000,297,135,118,2.0,2,1,8,Gd,Gd,Blmngtn,RL,TwnhsE,Lvl,1,1,5,2006,42.063332643567,-93.6403948279615,2
68400,697,105,65,2.0,2,1,4,TA,TA,IDOTRR,C (all),1Fam,Lvl,0,1,4,2010,42.0213626448465,-93.6152402016554,1
128000,727,110,110,2.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,3,2009,42.0551977430969,-93.6267585832979,2
125200,586,102,94,1.0,3,1,6,TA,TA,Edwards,RL,1Fam,Lvl,1,1,6,2010,42.0201788571429,-93.6753537142857,1
251000,495,153,139,2.0,2,1,8,Gd,Ex,StoneBr,RL,TwnhsE,Lvl,0,1,8,2007,42.063184675,-93.634378025,2
315000,1356,171,171,3.0,2,1,9,Ex,Ex,Timber,RL,1Fam,Lvl,1,1,3,2009,41.9953500606061,-93.647011989899,2
127000,869,142,70,1.0,3,1,4,TA,TA,Edwards,RL,1Fam,Bnk,1,1,6,2010,,,1
194000,335,126,126,2.0,2,1,7,Gd,Gd,Somerst,FV,TwnhsE,Lvl,1,1,8,2007,42.0477120179995,-93.646704275598,2
103500,958,181,90,2.0,4,2,6,TA,TA,OldTown,RM,Duplex,Lvl,0,0,6,2009,,,2
197500,957,174,72,2.0,4,1,5,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,10,2009,42.051508,-93.63471,3
140000,656,167,72,2.0,4,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,10,2008,42.0369341212121,-93.605027949495,2
159434,418,141,74,1.0,3,1,5,TA,TA,SWISU,RH,1Fam,Bnk,0,1,7,2009,,,1
140000,1243,126,103,1.0,3,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,1,1,5,2006,41.9934958,-93.6093452,1
378000,1378,165,165,3.0,2,1,9,Ex,Ex,NridgHt,RL,1Fam,Lvl,1,1,8,2006,42.059710469537,-93.6552007059271,2
230000,765,120,0,1.0,2,1,7,Gd,Gd,GrnHill,RM,TwnhsE,Lvl,0,1,11,2006,,,2
173000,870,120,89,2.0,2,1,6,TA,TA,Mitchel,RL,1Fam,Bnk,1,1,11,2009,41.9970794347026,-93.6040957833703,2
127000,248,137,70,1.0,4,1,5,TA,TA,MeadowV,RM,TwnhsE,Lvl,1,1,7,2006,41.9905830596654,-93.6038322951314,2
309000,1278,206,158,3.0,3,1,7,Gd,Gd,Gilbert,RL,1Fam,HLS,1,1,5,2006,42.062807,-93.635963,3
340000,1035,229,147,2.0,4,1,8,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,12,2007,42.0510582560224,-93.6397172458273,3
175000,1137,138,138,2.0,3,1,5,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,2,2007,42.0507044,-93.6352344,2
68500,588,48,48,1.0,1,1,4,TA,Fa,BrkSide,RM,1Fam,Lvl,0,0,5,2008,42.0304651716797,-93.6244714286336,1
135000,569,118,68,1.0,3,1,5,TA,TA,BrkSide,RM,1Fam,Lvl,0,1,3,2007,42.033565122449,-93.6247542653061,2
308030,1624,140,140,2.0,1,1,7,Gd,Gd,Edwards,RL,1Fam,Lvl,1,1,1,2010,42.024074986959,-93.6625751725542,1
120000,557,108,80,1.0,3,1,6,TA,TA,BrkSide,RM,1Fam,Lvl,1,1,7,2008,42.0334339795918,-93.6234834285714,1
123000,913,101,101,1.0,3,1,5,TA,TA,Edwards,RL,1Fam,Lvl,0,1,4,2008,42.0208661582635,-93.6775843590725,1
141500,691,83,83,2.0,2,1,4,TA,TA,NAmes,RL,1Fam,Lvl,1,1,8,2009,42.0431575457074,-93.6232148696561,1
136500,650,80,80,1.0,3,1,5,Gd,TA,CollgCr,RL,1Fam,Lvl,0,1,7,2009,42.0197869542844,-93.6847277053801,1
125000,845,161,161,2.0,6,2,5,TA,TA,Sawyer,RM,Duplex,Lvl,0,1,11,2006,,,2
85500,140,101,51,1.0,3,1,4,TA,TA,MeadowV,RM,Twnhs,Lvl,0,1,5,2007,41.9922616652419,-93.6032893302161,2
204000,960,139,138,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,6,2009,42.0174354819,-93.6908545061045,2
186500,906,134,134,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,6,2008,42.0139193030303,-93.685506040404,2
109500,669,77,77,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2008,42.0348683877551,-93.6077669183674,1
275000,1015,177,98,2.0,3,1,8,Gd,Ex,NridgHt,RL,1Fam,Lvl,1,1,6,2006,42.0617382694812,-93.64335322221,3
226001,808,132,132,2.0,3,1,7,TA,Gd,CollgCr,RL,1Fam,Lvl,1,1,5,2008,42.0184916220552,-93.690796715199,2
150750,686,123,99,2.0,3,1,5,TA,Gd,NAmes,RL,1Fam,Lvl,0,1,7,2007,42.0412871231743,-93.6232576077775,1
129000,759,85,85,1.0,3,1,5,TA,Gd,Sawyer,RL,1Fam,Lvl,0,1,7,2007,42.0344153485832,-93.6686145543298,1
185485,345,118,118,2.0,2,1,7,Gd,Gd,Blmngtn,RL,1Fam,Lvl,1,1,8,2007,42.0633081553146,-93.6421865557423,2
144000,948,84,80,3.0,3,1,5,TA,Gd,Sawyer,RL,1Fam,Lvl,0,1,6,2008,42.0294470638298,-93.6782626808511,1
214000,349,115,115,2.0,1,1,8,Gd,TA,Greens,RL,Twnhs,Lvl,1,1,5,2006,42.0427331748041,-93.6493167532215,1
75000,186,101,51,1.0,3,1,4,TA,TA,MeadowV,RM,Twnhs,Lvl,0,1,1,2007,41.9917227889629,-93.6015770288422,2
162000,1202,130,67,2.0,3,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,12,2009,42.04790075,-93.632488366602,2
110000,772,101,101,2.0,2,1,4,TA,TA,Edwards,RL,1Fam,Lvl,0,1,6,2007,42.0211064848485,-93.6761841515152,1
193000,987,168,78,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,0,1,1,2009,42.0360145285393,-93.6916023140184,3
148000,1201,100,100,1.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2008,42.0400300716237,-93.6070279042265,1
356383,1142,230,102,3.0,4,1,9,Gd,Gd,StoneBr,RL,1Fam,HLS,1,1,7,2006,42.0605226734694,-93.6291915510204,3
104500,248,121,25,1.0,3,1,5,TA,TA,MeadowV,RM,TwnhsE,Lvl,1,1,5,2006,41.9910008555078,-93.604222598044,2
79500,142,101,51,0.0,3,1,4,TA,TA,MeadowV,RM,Twnhs,Lvl,0,1,6,2006,41.9925693,-93.6021357,2
93500,555,116,58,0.0,2,2,5,TA,TA,OldTown,RM,Duplex,Lvl,0,0,12,2006,42.0280747087749,-93.6101427142937,2
185850,655,127,127,2.0,2,1,7,Gd,Gd,NridgHt,RL,TwnhsE,Lvl,1,1,6,2006,42.0592512507005,-93.6493306307011,2
115000,790,141,74,0.0,3,1,5,TA,Fa,IDOTRR,RM,1Fam,Lvl,0,0,8,2007,42.0227184693878,-93.6284446530612,2
185900,779,153,77,2.0,3,1,7,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,5,2008,42.0586626577272,-93.6408455176173,3
155000,1003,133,82,2.0,3,2,6,TA,TA,OldTown,RM,2fmCon,Lvl,1,1,5,2008,,,2
116000,826,85,10,2.0,3,1,5,Gd,Gd,NAmes,RL,1Fam,Lvl,0,1,10,2008,42.0381825714286,-93.608716,1
177000,197,146,70,2.0,3,1,6,Gd,Gd,Somerst,FV,Twnhs,Lvl,0,1,9,2007,42.0461505760374,-93.6458046296914,3
155000,1152,113,113,1.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2009,42.0448429800662,-93.6140619592225,1
137000,138,114,52,2.0,2,1,6,TA,Gd,Blueste,RM,TwnhsE,Lvl,1,1,10,2009,,,2
125000,792,85,85,1.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,1,1,5,2010,42.0299619143362,-93.6781799948893,1
228000,1108,148,145,2.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,6,2007,42.0184704177708,-93.6794893624154,2
210000,813,177,85,2.0,4,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,7,2008,42.0178578616157,-93.6801774863413,3
191000,813,159,82,2.0,2,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,7,2009,42.017848291602,-93.6811891735055,3
418000,1268,256,158,3.0,4,1,9,Gd,Ex,NridgHt,RL,1Fam,Lvl,1,1,5,2007,42.0604275102041,-93.6574961632653,3
275000,1373,166,163,3.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,8,2006,42.0177755714286,-93.6856022040816,2
130000,725,84,80,1.0,3,1,5,TA,Gd,Sawyer,RL,1Fam,Lvl,0,1,6,2009,42.0299251926083,-93.6779561719857,1
139500,1163,94,94,1.0,3,1,5,TA,Gd,Mitchel,RL,1Fam,Lvl,0,1,4,2009,41.993425,-93.604106,1
335000,963,162,162,3.0,3,1,9,Ex,Ex,NridgHt,RL,1Fam,Lvl,1,1,6,2009,42.0612539100553,-93.6542929346556,2
138000,750,92,92,2.0,3,1,5,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,5,2009,42.0188723761326,-93.6925118086155,1
134500,948,93,86,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,5,2006,42.0354431086131,-93.6056988357775,1
133000,969,103,103,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,4,2008,42.0421073369297,-93.6128538571506,1
124500,892,97,97,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2009,42.041224446834,-93.6245666062731,1
159500,828,111,61,2.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,7,2006,42.0383506326531,-93.607640755102,1
