"SalePrice","LotArea","LivArea","BsmtArea","GarageCars","Bedroom","Kitchen","OverallQual","ExterQual","KitchenQual","Neighborhood","ZoneClass","BldgType","LandContour","Fireplace","CentralAir","MoSold","YrSold","TotalBath"
82000,560,108,0,0,2,2,4,"TA","TA","Edwards","RL","Duplex","Lvl",0,0,6,2008,2
82500,635,108,0,0,2,2,4,"TA","TA","Edwards","RL","Duplex","Lvl",0,0,7,2008,2
91900,646,75,75,0,2,1,4,"TA","TA","Edwards","RL","2fmCon","Lvl",0,0,5,2008,1
120000,1130,97,54,1,2,1,5,"TA","Ex","Edwards","RL","1Fam","Lvl",0,1,1,2008,2
96000,743,108,0,0,4,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,4,2008,2
99000,883,86,86,1,2,1,4,"TA","TA","Edwards","RL","1Fam","Bnk",0,1,5,2008,1
1e+05,710,108,43,1,3,1,4,"TA","TA","Edwards","RL","1Fam","Bnk",0,1,11,2008,1
108000,474,118,86,1,3,1,4,"TA","Gd","Edwards","RL","1Fam","Lvl",0,1,6,2008,2
168000,678,129,118,1,2,1,7,"TA","TA","SWISU","RL","1Fam","Lvl",1,1,4,2008,2
161900,721,183,86,2,4,2,6,"TA","TA","SWISU","RL","Duplex","Lvl",1,1,7,2008,4
145000,829,118,65,1,2,1,6,"TA","TA","Crawfor","RL","1Fam","Bnk",1,1,7,2008,1
147500,1442,118,65,2,3,1,6,"TA","TA","Crawfor","RL","1Fam","Lvl",0,1,1,2008,1
231000,710,140,75,1,3,1,8,"Gd","Gd","Crawfor","RL","1Fam","Lvl",1,1,6,2008,2
138000,893,151,75,2,4,1,6,"TA","TA","Crawfor","RL","1Fam","HLS",1,1,6,2008,1
198000,1087,183,86,1,4,1,5,"TA","Gd","Crawfor","RL","1Fam","HLS",1,1,7,2008,2
110000,861,129,86,1,3,1,5,"TA","TA","Crawfor","RL","1Fam","HLS",0,1,3,2008,1
104000,721,97,97,1,2,1,6,"TA","TA","Crawfor","RL","1Fam","Lvl",1,0,5,2008,1
257076,893,172,54,2,4,1,8,"TA","TA","Crawfor","RL","1Fam","HLS",1,1,6,2008,2
263400,1152,205,75,2,3,1,7,"TA","Gd","Crawfor","RL","1Fam","Bnk",1,1,4,2008,3
236500,2422,172,172,2,3,1,5,"TA","TA","Crawfor","RL","1Fam","Lvl",1,1,4,2008,3
116500,172,97,75,2,2,1,6,"TA","TA","Blueste","RM","Twnhs","Lvl",1,1,12,2008,1
126000,646,86,86,1,2,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,1,7,2008,1
120000,560,97,65,1,3,1,6,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,1,7,2008,1
119000,753,108,75,0,4,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,1,7,2008,1
126000,560,151,54,1,3,1,5,"Fa","TA","IDOTRR","RM","1Fam","Lvl",1,1,7,2008,2
99500,689,86,43,1,2,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,1,5,2008,1
165500,840,183,108,1,4,1,5,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,1,1,2008,2
13100,1356,65,0,2,2,1,1,"Fa","Fa","IDOTRR","RL","1Fam","Low",0,0,2,2008,1
89000,495,129,11,1,2,1,4,"TA","TA","IDOTRR","C (all)","1Fam","Lvl",0,0,7,2008,1
80900,474,97,32,1,2,1,4,"TA","TA","IDOTRR","C (all)","1Fam","Lvl",0,0,5,2008,1
65000,840,75,54,1,3,1,4,"TA","Fa","IDOTRR","C (all)","1Fam","Bnk",0,1,6,2008,2
294464,355,151,151,2,2,1,8,"Ex","Ex","Crawfor","RM","TwnhsE","HLS",1,1,8,2008,2
250000,355,151,151,2,2,1,7,"Gd","Ex","Crawfor","RM","TwnhsE","HLS",1,1,7,2008,2
3e+05,2207,194,172,3,3,1,7,"Gd","Gd","Mitchel","RL","1Fam","Lvl",0,1,9,2008,3
213000,1023,172,86,3,3,1,7,"TA","Gd","Mitchel","RL","1Fam","Lvl",1,1,9,2008,3
1e+05,958,172,54,2,4,2,5,"TA","TA","Mitchel","RL","Duplex","Lvl",0,1,11,2008,4
228500,926,161,151,2,3,1,4,"TA","TA","Mitchel","RL","1Fam","Lvl",1,1,7,2008,2
241500,377,140,118,2,2,1,7,"Gd","Gd","Timber","RL","TwnhsE","Lvl",1,1,7,2008,2
294000,1076,140,140,3,3,1,8,"Gd","Gd","Timber","RL","1Fam","HLS",0,1,4,2008,2
264966,1195,161,86,2,3,1,8,"Gd","Gd","Timber","RL","1Fam","HLS",1,1,1,2008,3
172500,915,129,32,2,3,1,5,"TA","TA","Timber","RL","1Fam","Lvl",0,1,4,2008,3
218689,1119,151,75,3,3,1,7,"Gd","Gd","Timber","RL","1Fam","HLS",0,1,10,2008,3
150000,1195,140,140,2,3,1,6,"TA","TA","Timber","RL","1Fam","Lvl",1,1,7,2008,2
180000,1701,118,118,2,3,1,6,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,3,2008,2
232500,1044,129,129,2,3,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,6,2008,2
195000,732,151,151,2,3,1,6,"Gd","Gd","Timber","RL","1Fam","Lvl",0,1,12,2008,2
298751,1066,161,172,2,3,1,8,"Gd","Gd","Timber","RL","1Fam","HLS",1,1,1,2008,2
370000,1066,183,183,3,3,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,6,2008,3
209200,829,129,129,4,2,2,7,"TA","TA","Mitchel","RM","Duplex","Lvl",0,1,11,2008,2
146000,861,97,97,0,2,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,2,2008,1
160500,420,108,108,2,2,1,6,"TA","TA","Mitchel","RM","TwnhsE","Lvl",0,1,4,2008,2
173000,1313,108,108,3,3,1,4,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,11,2008,1
124000,388,97,97,2,3,1,5,"TA","TA","MeadowV","RM","TwnhsE","Lvl",0,1,6,2008,1
129500,248,140,54,1,4,1,5,"TA","TA","MeadowV","RM","TwnhsE","Lvl",1,1,5,2008,2
105000,183,97,54,1,2,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,6,2008,1
94900,151,97,43,1,1,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",1,1,7,2008,1
152500,1668,108,108,1,3,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl",0,1,2,2008,1
98000,140,97,54,0,3,1,6,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,3,2008,3
128500,603,75,75,1,2,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,4,2008,1
134500,614,75,75,1,3,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl",0,1,7,2008,1
137500,1152,86,75,2,3,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",0,1,4,2008,1
103000,5253,172,65,1,4,1,5,"TA","TA","IDOTRR","RL","1Fam","Low",0,1,1,2008,2
167300,990,151,151,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,3,2007,2
161500,829,129,32,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","HLS",1,1,3,2007,3
160000,947,161,32,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,3,2007,3
180000,807,161,86,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,4,2007,3
178750,732,140,65,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",0,1,8,2007,3
204000,700,215,86,2,5,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,8,2007,4
160000,883,108,108,2,3,1,7,"TA","Gd","Gilbert","RL","1Fam","Lvl",0,1,8,2007,2
168000,710,151,86,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,7,2007,3
154204,1690,108,118,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,3,2007,1
182000,441,108,108,2,2,1,8,"Gd","TA","StoneBr","RL","TwnhsE","Lvl",0,1,10,2007,2
212000,474,118,118,2,1,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","HLS",1,1,8,2007,1
349265,1141,237,151,3,4,1,8,"Gd","Ex","StoneBr","RL","1Fam","Lvl",1,1,7,2007,4
591587,4833,215,248,3,4,1,9,"Ex","Gd","StoneBr","RL","1Fam","Lvl",1,1,6,2007,3
155000,3864,129,97,3,3,1,5,"TA","TA","Gilbert","RL","2fmCon","Lvl",0,1,11,2007,2
319900,743,151,151,2,2,1,9,"Gd","Ex","StoneBr","RL","TwnhsE","HLS",1,1,3,2007,2
441929,1313,205,205,2,1,1,8,"Gd","Gd","StoneBr","RL","1Fam","HLS",1,1,1,2007,2
455000,1292,194,161,3,3,1,10,"Ex","Ex","StoneBr","RL","1Fam","HLS",1,1,10,2007,2
174000,1023,118,118,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",0,1,4,2007,2
176000,1119,140,65,2,3,1,7,"Gd","Gd","NWAmes","RL","1Fam","Lvl",1,1,3,2007,3
213000,1141,151,140,2,3,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,9,2007,2
192000,1055,183,75,2,4,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,3,2007,3
151500,1098,108,108,2,3,1,6,"TA","Gd","NWAmes","RL","1Fam","Lvl",0,1,8,2007,2
192350,969,129,118,2,2,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,8,2007,2
170000,1206,108,151,2,2,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,9,2007,2
174000,840,118,118,2,3,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,2,2007,2
178900,743,172,97,2,4,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,11,2007,3
155000,883,129,86,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,9,2007,1
133000,732,86,86,1,3,1,5,"TA","Ex","NAmes","RL","1Fam","Lvl",0,1,10,2007,1
128000,1593,86,86,1,2,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2007,1
155000,377,129,129,2,2,1,6,"Gd","Gd","NAmes","RH","TwnhsE","Lvl",1,1,7,2007,2
177000,1012,129,129,2,2,1,6,"Gd","Gd","NAmes","RH","TwnhsE","Lvl",1,1,10,2007,2
113500,205,97,54,1,3,1,6,"TA","TA","BrDale","RM","Twnhs","Lvl",0,1,2,2007,2
113700,194,108,65,1,4,1,6,"TA","Ex","BrDale","RM","Twnhs","Lvl",0,1,12,2007,2
142500,215,97,97,1,2,1,7,"TA","TA","NPkVill","RL","Twnhs","Lvl",0,1,4,2007,2
129250,667,97,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,11,2007,1
356000,1163,172,161,3,3,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,8,2007,2
322400,1098,161,161,3,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,6,2007,2
345474,1335,194,194,3,2,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,11,2007,3
492000,1270,248,183,3,3,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,12,2007,3
338931,1249,237,108,3,4,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,3,2007,3
450000,1432,194,183,3,2,1,10,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,8,2007,3
479069,1292,237,237,3,3,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,10,2007,2
418000,1270,258,161,3,4,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,5,2007,3
500067,1593,215,215,3,2,1,10,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,8,2007,3
260116,1550,205,151,2,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,6,2007,3
319500,904,194,86,3,3,1,8,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,9,2007,3
372000,1270,172,172,3,3,1,9,"Ex","Ex","NridgHt","RL","1Fam","HLS",1,1,6,2007,3
342000,1216,280,161,3,5,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,8,2007,3
350000,1324,226,118,3,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,1,2007,3
281500,1173,172,86,3,3,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,8,2007,3
245700,926,151,151,3,3,1,7,"Gd","Gd","NridgHt","RL","1Fam","Lvl",0,1,5,2007,2
232698,861,161,161,3,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",0,1,1,2007,2
250000,1001,172,118,3,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",0,1,2,2007,3
204000,366,118,118,2,1,1,6,"Gd","Gd","NridgHt","RL","Twnhs","Lvl",1,1,8,2007,2
2e+05,366,118,118,2,1,1,6,"Gd","Gd","NridgHt","RL","Twnhs","Lvl",1,1,5,2007,2
207000,581,129,129,2,2,1,6,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl",1,1,6,2007,2
209500,431,140,140,2,2,1,8,"Gd","Gd","NridgHt","RL","Twnhs","Lvl",1,1,5,2007,2
280000,732,151,151,2,2,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl",1,1,5,2007,2
221370,581,118,118,2,2,1,8,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl",1,1,9,2007,2
2e+05,301,129,129,2,2,1,7,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl",1,1,3,2007,2
181755,1464,140,75,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",0,1,5,2007,3
176000,947,140,75,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,6,2007,3
168165,1227,140,54,2,3,1,7,"TA","Gd","Gilbert","RL","1Fam","Lvl",0,1,5,2007,2
171925,818,140,65,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,3,2007,3
198444,904,161,65,3,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,6,2007,3
203000,1130,118,118,2,3,1,6,"TA","Gd","Gilbert","RL","1Fam","Lvl",0,1,6,2007,2
166000,764,140,108,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",0,1,12,2007,3
177594,721,140,65,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",0,1,7,2007,3
173500,710,118,118,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",0,1,8,2007,2
226500,334,151,129,3,2,1,8,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl",1,1,11,2007,2
185485,344,118,118,2,2,1,7,"Gd","Gd","Blmngtn","RL","1Fam","Lvl",1,1,8,2007,2
188500,1507,108,75,2,2,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",0,1,4,2007,2
175000,1033,129,86,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,6,2007,3
206580,1012,140,140,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,4,2007,3
165500,1109,129,32,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,10,2007,3
211000,732,183,75,2,4,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,7,2007,3
219500,807,183,75,2,4,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,7,2007,3
187000,883,161,86,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,6,2007,3
185000,893,151,86,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,5,2007,3
384500,1130,237,161,3,4,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,6,2007,3
410000,980,291,129,3,4,1,9,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,7,2007,3
322500,1023,237,129,3,4,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,1,2007,3
252000,1001,226,97,3,4,1,7,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,5,2007,3
263000,1098,205,108,2,4,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,9,2007,3
330000,840,237,172,3,4,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,5,2007,3
213133,926,129,129,2,3,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl",0,1,9,2007,2
260261,1098,140,140,3,3,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,7,2007,2
215000,990,140,140,2,3,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,1,2007,2
419005,1141,183,183,3,1,1,10,"Ex","Ex","Somerst","RL","1Fam","Lvl",1,1,10,2007,2
235876,926,140,140,2,3,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,9,2007,5
260000,818,140,140,3,3,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl",0,1,12,2007,2
249000,764,140,108,2,3,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,4,2007,2
250000,893,183,86,3,3,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl",0,1,7,2007,3
221300,818,172,118,3,3,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl",0,1,3,2007,3
208900,807,129,129,2,3,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,11,2007,2
210400,840,129,129,2,3,1,7,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,6,2007,2
255000,807,161,86,2,3,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,11,2007,3
212109,969,151,65,2,3,1,5,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,7,2007,3
310013,1130,172,86,3,3,1,8,"Gd","Ex","Somerst","FV","1Fam","Lvl",1,1,12,2007,3
261329,969,151,151,2,2,1,8,"Ex","Ex","Somerst","FV","1Fam","Lvl",1,1,5,2007,2
253000,1098,161,161,3,2,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",1,1,4,2007,2
265000,990,226,108,3,4,1,6,"Gd","Gd","Somerst","FV","1Fam","Lvl",1,1,6,2007,3
146000,700,97,97,0,3,1,6,"TA","TA","SawyerW","RL","1Fam","Lvl",0,1,6,2007,2
147000,700,108,108,2,3,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl",0,1,10,2007,2
149000,1152,97,97,2,3,1,5,"Gd","Gd","SawyerW","RL","1Fam","Lvl",0,1,5,2007,1
181000,689,140,140,2,3,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl",0,1,6,2007,2
191750,1076,172,75,2,3,1,6,"Gd","Gd","SawyerW","RL","1Fam","Lvl",0,1,5,2007,3
128000,743,118,54,1,2,1,6,"TA","TA","SawyerW","RL","TwnhsE","Lvl",1,1,7,2007,2
120750,581,86,86,1,2,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,3,2007,1
145000,700,97,97,2,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,6,2007,2
3e+05,1819,237,118,2,3,1,7,"Gd","Gd","Veenker","RL","1Fam","Bnk",1,1,2,2007,3
129000,1001,97,97,2,2,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,8,2007,1
147000,1184,97,97,1,2,1,6,"TA","Gd","Sawyer","RL","1Fam","Lvl",1,1,1,2007,1
214000,409,129,129,2,2,1,8,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",1,1,7,2007,2
166000,323,108,108,2,2,1,8,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",0,1,2,2007,2
193800,355,140,140,2,2,1,8,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",0,1,2,2007,2
194000,334,129,129,2,2,1,7,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",1,1,8,2007,2
207500,495,140,140,2,2,1,8,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",0,1,7,2007,3
176500,215,140,65,2,3,1,6,"TA","TA","Somerst","FV","Twnhs","Lvl",1,1,9,2007,3
177000,194,151,75,2,3,1,6,"Gd","Gd","Somerst","FV","Twnhs","Lvl",0,1,9,2007,3
204000,678,129,129,2,3,1,7,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,12,2007,2
301000,743,194,97,2,3,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",1,1,8,2007,3
312500,786,215,108,2,3,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",1,1,6,2007,3
279700,883,140,140,2,1,1,8,"Gd","Gd","Veenker","RL","TwnhsE","Lvl",1,1,5,2007,2
255000,1119,215,183,2,3,1,7,"Gd","Gd","Veenker","RL","1Fam","Lvl",1,1,3,2007,3
373000,1647,237,226,2,2,1,8,"Gd","Gd","Veenker","RL","1Fam","Lvl",1,1,3,2007,2
143450,1087,108,86,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",0,1,9,2007,2
240050,743,226,97,2,4,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,6,2007,3
162500,807,97,86,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",0,1,1,2007,1
164000,1087,118,118,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",0,1,4,2007,2
185000,1055,151,108,2,3,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,5,2007,2
188500,883,151,151,2,2,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,7,2007,2
255000,980,194,108,2,3,1,7,"Gd","Gd","NWAmes","RL","1Fam","Lvl",1,1,8,2007,3
158500,1001,97,97,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,11,2007,2
127000,1001,97,97,1,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",0,1,2,2007,1
127000,743,108,86,1,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,3,2007,1
103000,1012,118,0,3,2,2,4,"TA","TA","NAmes","RL","Duplex","Lvl",0,0,4,2007,2
124000,689,97,86,2,2,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",1,1,1,2007,1
140500,1335,108,75,2,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,8,2007,1
137500,764,86,86,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,2,2007,1
117600,807,86,86,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,1,2007,1
163500,818,108,108,2,3,1,7,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,10,2007,2
161000,850,97,97,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,5,2007,2
224500,818,205,75,2,5,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,7,2007,3
147000,1055,129,108,1,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,8,2007,1
2e+05,2045,151,151,2,3,1,6,"TA","Gd","NAmes","RL","1Fam","Lvl",1,1,7,2007,2
138500,1130,86,75,2,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,10,2007,1
64500,463,65,65,0,2,1,3,"Fa","Gd","BrkSide","RL","1Fam","Lvl",0,0,4,2007,1
64000,323,65,32,0,2,1,3,"TA","Fa","BrkSide","RL","1Fam","Lvl",0,0,7,2007,1
112000,484,75,75,1,2,1,5,"TA","TA","BrkSide","RL","1Fam","Lvl",0,1,7,2007,1
144000,893,108,97,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,10,2007,1
126000,807,140,140,3,4,2,5,"TA","TA","NAmes","RL","Duplex","Lvl",0,1,5,2007,2
175000,936,118,75,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,6,2007,2
158500,893,118,108,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,5,2007,1
141000,818,86,86,1,2,1,6,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,9,2007,1
131000,635,97,97,1,3,1,5,"TA","Fa","NAmes","RL","1Fam","Lvl",0,1,12,2007,1
142100,764,97,97,2,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,7,2007,1
120000,850,108,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,6,2007,1
174850,904,161,129,2,4,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,4,2007,1
116000,904,86,86,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,4,2007,1
130000,1130,129,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,6,2007,1
129500,936,108,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,8,2007,1
142000,1076,108,75,1,3,1,5,"TA","Ex","NAmes","RL","1Fam","Lvl",0,1,7,2007,2
128600,753,140,140,2,4,2,5,"TA","TA","NAmes","RL","Duplex","Lvl",0,1,12,2007,2
125000,1012,86,86,2,2,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,4,2007,1
136000,743,97,97,1,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,6,2007,1
127000,797,86,86,1,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,6,2007,1
115000,667,140,108,1,4,1,4,"TA","Fa","NAmes","RL","1Fam","Lvl",0,1,8,2007,1
116900,775,86,86,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,3,2007,1
153000,883,151,108,1,3,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,2,2007,1
112500,1464,86,86,1,2,1,5,"TA","TA","OldTown","RL","1Fam","Lvl",0,1,6,2007,1
138000,1313,140,86,0,3,1,4,"Gd","TA","OldTown","RL","1Fam","Lvl",0,1,4,2007,2
156000,1119,161,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,6,2007,1
301600,1981,291,65,3,4,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,11,2007,4
128500,958,118,108,2,1,1,4,"TA","TA","OldTown","RL","1Fam","Lvl",0,1,8,2007,2
148000,1001,140,65,0,3,1,5,"TA","Gd","OldTown","RL","1Fam","Lvl",0,1,7,2007,2
172000,936,151,65,1,4,1,7,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,10,2007,2
120000,807,86,86,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,2,2007,1
128500,775,86,86,1,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,8,2007,1
102000,667,118,75,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,11,2007,2
152000,700,97,97,1,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,7,2007,1
140000,678,108,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,3,2007,1
152000,732,118,118,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,5,2007,2
156500,743,129,129,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,11,2007,1
99000,646,86,0,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2007,1
125500,614,75,75,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,12,2007,1
130000,624,86,86,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,10,2007,1
103000,646,86,75,2,2,1,5,"Gd","TA","OldTown","RM","1Fam","Bnk",0,1,4,2007,1
127500,560,118,75,2,3,1,6,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,7,2007,1
